135;ICS;Detect Operating Mode;Filter Network Traffic;0.6
136;ICS;Device Restart/Shutdown;Filter Network Traffic;0.6
137;ICS;Engineering Workstation Compromise;Filter Network Traffic;0.6
138;ICS;Man in the Middle;Filter Network Traffic;0.6
139;ICS;Module Firmware;Filter Network Traffic;0.6
140;ICS;Point & Tag Identification;Filter Network Traffic;0.6
141;ICS;Program Download;Filter Network Traffic;0.6
142;ICS;Program Upload;Filter Network Traffic;0.6
143;ICS;Rogue Master;Filter Network Traffic;0.6
144;ICS;Spoof Reporting Message;Filter Network Traffic;0.6
145;ICS;System Firmware;Filter Network Traffic;0.6
146;ICS;Unauthorized Command Message;Filter Network Traffic;0.6
147;ICS;Valid Accounts;Filter Network Traffic;0.6
148;ICS;Remote Services;Filter Network Traffic;0.6
149;ICS;Activate Firmware Update Mode;Human User Authentication;0.5
150;ICS;Commonly Used Port;Human User Authentication;0.5
151;ICS;Data Historian Compromise;Human User Authentication;0.5
152;ICS;Detect Operating Mode;Human User Authentication;0.5
153;ICS;Device Restart/Shutdown;Human User Authentication;0.5
154;ICS;Execution through API;Human User Authentication;0.5
155;ICS;Modify Alarm Settings;Human User Authentication;0.5
156;ICS;Module Firmware;Human User Authentication;0.5
157;ICS;Point & Tag Identification;Human User Authentication;0.5
158;ICS;Program Download;Human User Authentication;0.5
159;ICS;Program Upload;Human User Authentication;0.5
160;ICS;System Firmware;Human User Authentication;0.5
161;ICS;Change Operating Mode;Human User Authentication;0.5
162;ICS;Remote Services;Human User Authentication;0.5
163;ICS;External Remote Services;Limit Access to Resource Over Network;0.5
164;ICS;Engineering Workstation Compromise;Limit Hardware Installation;0.6
165;ICS;Replication Through Removable Media;Limit Hardware Installation;0.6
166;ICS;Damage to Property;Mechanical Protection Layers;0.5
167;ICS;Loss of Safety;Mechanical Protection Layers;0.5
168;ICS;Wireless Compromise;Minimize Wireless Signal Propagation;0.3
169;ICS;Wireless Sniffing;Minimize Wireless Signal Propagation;0.3
170;ICS;Graphical User Interface;Mitigation Limited or Not Effective;0.5
171;ICS;I/O Image;Mitigation Limited or Not Effective;0.5
172;ICS;Manipulate I/O Image;Mitigation Limited or Not Effective;0.5
173;ICS;Monitor Process State;Mitigation Limited or Not Effective;0.5
174;ICS;Network Connection Enumeration;Mitigation Limited or Not Effective;0.5
175;ICS;Screen Capture;Mitigation Limited or Not Effective;0.5
176;ICS;External Remote Services;Multi-factor Authentication;0.5
177;ICS;Network Sniffing;Multi-factor Authentication;0.5
178;ICS;Valid Accounts;Multi-factor Authentication;0.5
179;ICS;Activate Firmware Update Mode;Network Allowlists;0.5
180;ICS;Alarm Suppression;Network Allowlists;0.5
181;ICS;Automated Collection;Network Allowlists;0.5
182;ICS;Block Command Message;Network Allowlists;0.5
183;ICS;Block Reporting Message;Network Allowlists;0.5
184;ICS;Block Serial COM;Network Allowlists;0.5
185;ICS;Brute Force I/O;Network Allowlists;0.5
186;ICS;Connection Proxy;Network Allowlists;0.5
187;ICS;Damage to Property;Network Allowlists;0.5
188;ICS;Data Historian Compromise;Network Allowlists;0.5
189;ICS;Detect Operating Mode;Network Allowlists;0.5
190;ICS;Device Restart/Shutdown;Network Allowlists;0.5
191;ICS;Engineering Workstation Compromise;Network Allowlists;0.5
192;ICS;Modify Alarm Settings;Network Allowlists;0.5
193;ICS;Module Firmware;Network Allowlists;0.5
194;ICS;Point & Tag Identification;Network Allowlists;0.5
195;ICS;Program Download;Network Allowlists;0.5
196;ICS;Program Upload;Network Allowlists;0.5
197;ICS;Rogue Master;Network Allowlists;0.5
198;ICS;Spoof Reporting Message;Network Allowlists;0.5
199;ICS;Standard Application Layer Protocol;Network Allowlists;0.5
200;ICS;System Firmware;Network Allowlists;0.5
201;ICS;Unauthorized Command Message;Network Allowlists;0.5
202;ICS;Change Operating Mode;Network Allowlists;0.5
203;ICS;Remote Services;Network Allowlists;0.5
204;ICS;Commonly Used Port;Network Intrusion Prevention;0.4
205;ICS;Connection Proxy;Network Intrusion Prevention;0.4
206;ICS;Man in the Middle;Network Intrusion Prevention;0.4
207;ICS;Lateral Tool Transfer;Network Intrusion Prevention;0.4
208;ICS;Spearphishing Attachment;Network Intrusion Prevention;0.4
209;ICS;Standard Application Layer Protocol;Network Intrusion Prevention;0.4
210;ICS;User Execution;Network Intrusion Prevention;0.4
211;ICS;Remote System Information Discovery;Network Intrusion Prevention;0.4
212;ICS;Activate Firmware Update Mode;Network Segmentation;0.4
213;ICS;Alarm Suppression;Network Segmentation;0.4
214;ICS;Automated Collection;Network Segmentation;0.4
215;ICS;Block Serial COM;Network Segmentation;0.4
216;ICS;Brute Force I/O;Network Segmentation;0.4
217;ICS;Commonly Used Port;Network Segmentation;0.4
218;ICS;Data Historian Compromise;Network Segmentation;0.4
219;ICS;Detect Operating Mode;Network Segmentation;0.4
220;ICS;Device Restart/Shutdown;Network Segmentation;0.4
221;ICS;Engineering Workstation Compromise;Network Segmentation;0.4
222;ICS;Exploit Public-Facing Application;Network Segmentation;0.4
223;ICS;Exploitation of Remote Services;Network Segmentation;0.4
224;ICS;External Remote Services;Network Segmentation;0.4
225;ICS;Internet Accessible Device;Network Segmentation;0.4
226;ICS;Man in the Middle;Network Segmentation;0.4
227;ICS;Modify Alarm Settings;Network Segmentation;0.4
228;ICS;Module Firmware;Network Segmentation;0.4
229;ICS;Network Sniffing;Network Segmentation;0.4
230;ICS;Point & Tag Identification;Network Segmentation;0.4
231;ICS;Program Download;Network Segmentation;0.4
232;ICS;Program Upload;Network Segmentation;0.4
233;ICS;Rogue Master;Network Segmentation;0.4
234;ICS;Service Stop;Network Segmentation;0.4
235;ICS;Spoof Reporting Message;Network Segmentation;0.4
236;ICS;Standard Application Layer Protocol;Network Segmentation;0.4
237;ICS;System Firmware;Network Segmentation;0.4
238;ICS;Unauthorized Command Message;Network Segmentation;0.4
239;ICS;Change Operating Mode;Network Segmentation;0.4
240;ICS;Remote Services;Network Segmentation;0.4
241;ICS;Remote System Information Discovery;Network Segmentation;0.4
242;ICS;Replication Through Removable Media;Operating System Configuration;0.5
243;ICS;Theft of Operational Information;Operational Information Confidentiality;0.5
244;ICS;Alarm Suppression;Out-of-Band Communications Channel;0.5
245;ICS;Block Command Message;Out-of-Band Communications Channel;0.5
246;ICS;Block Reporting Message;Out-of-Band Communications Channel;0.5
247;ICS;Block Serial COM;Out-of-Band Communications Channel;0.5
248;ICS;Denial of Control;Out-of-Band Communications Channel;0.5
249;ICS;Denial of View;Out-of-Band Communications Channel;0.5
250;ICS;Loss of Availability;Out-of-Band Communications Channel;0.5
251;ICS;Loss of Control;Out-of-Band Communications Channel;0.5
252;ICS;Loss of View;Out-of-Band Communications Channel;0.5
253;ICS;Man in the Middle;Out-of-Band Communications Channel;0.5
254;ICS;Manipulation of Control;Out-of-Band Communications Channel;0.5
255;ICS;Manipulation of View;Out-of-Band Communications Channel;0.5
256;ICS;Default Credentials;Password Policies;0.5
257;ICS;External Remote Services;Password Policies;0.5
258;ICS;Valid Accounts;Password Policies;0.5
259;ICS;Remote Services;Password Policies;0.5
260;ICS;Data Destruction;Privileged Account Management;0.5
261;ICS;Data from Information Repositories;Privileged Account Management;0.5
262;ICS;Exploit Public-Facing Application;Privileged Account Management;0.5
263;ICS;Exploitation of Remote Services;Privileged Account Management;0.5
264;ICS;Network Sniffing;Privileged Account Management;0.5
265;ICS;Valid Accounts;Privileged Account Management;0.5
266;ICS;Denial of Control;Redundancy of Service;0.6
267;ICS;Denial of View;Redundancy of Service;0.6
268;ICS;Loss of Availability;Redundancy of Service;0.6
269;ICS;Loss of Control;Redundancy of Service;0.6
270;ICS;Loss of View;Redundancy of Service;0.6
271;ICS;Data Destruction;Restrict File and Directory Permissions;0.5
272;ICS;Data from Information Repositories;Restrict File and Directory Permissions;0.5
273;ICS;Indicator Removal on Host;Restrict File and Directory Permissions;0.5
274;ICS;Masquerading;Restrict File and Directory Permissions;0.5
275;ICS;Project File Infection;Restrict File and Directory Permissions;0.5
276;ICS;Service Stop;Restrict File and Directory Permissions;0.5
277;ICS;Theft of Operational Information;Restrict File and Directory Permissions;0.5
278;ICS;Hooking;Restrict Library Loading;0.5
279;ICS;Service Stop;Restrict Registry Permissions;0.5
280;ICS;Drive-by Compromise;Restrict Web-Based Content;0.65
281;ICS;Spearphishing Attachment;Restrict Web-Based Content;0.65
282;ICS;User Execution;Restrict Web-Based Content;0.65
283;ICS;Connection Proxy;SSL/TLS Inspection;0.3
284;ICS;Damage to Property;Safety Instrumented Systems;0.5
285;ICS;Loss of Safety;Safety Instrumented Systems;0.5
286;ICS;Data Historian Compromise;Software Configuration;0.45
287;ICS;Activate Firmware Update Mode;Software Process and Device Authentication;0.5
288;ICS;Brute Force I/O;Software Process and Device Authentication;0.5
289;ICS;Data Historian Compromise;Software Process and Device Authentication;0.5
290;ICS;Detect Operating Mode;Software Process and Device Authentication;0.5
291;ICS;Device Restart/Shutdown;Software Process and Device Authentication;0.5
292;ICS;Man in the Middle;Software Process and Device Authentication;0.5
293;ICS;Modify Alarm Settings;Software Process and Device Authentication;0.5
294;ICS;Module Firmware;Software Process and Device Authentication;0.5
295;ICS;Point & Tag Identification;Software Process and Device Authentication;0.5
296;ICS;Program Download;Software Process and Device Authentication;0.5
297;ICS;Program Upload;Software Process and Device Authentication;0.5
298;ICS;Rogue Master;Software Process and Device Authentication;0.5
299;ICS;Spoof Reporting Message;Software Process and Device Authentication;0.5
300;ICS;System Firmware;Software Process and Device Authentication;0.5
301;ICS;Unauthorized Command Message;Software Process and Device Authentication;0.5
302;ICS;Change Operating Mode;Software Process and Device Authentication;0.5
303;ICS;Wireless Compromise;Software Process and Device Authentication;0.5
304;ICS;Remote Services;Software Process and Device Authentication;0.5
305;ICS;Alarm Suppression;Static Network Configuration;0.5
306;ICS;Block Command Message;Static Network Configuration;0.5
307;ICS;Block Reporting Message;Static Network Configuration;0.5
308;ICS;Man in the Middle;Static Network Configuration;0.5
309;ICS;Network Sniffing;Static Network Configuration;0.5
310;ICS;Remote System Discovery;Static Network Configuration;0.5
311;ICS;Remote System Information Discovery;Static Network Configuration;0.5
312;ICS;Exploitation for Evasion;Threat Intelligence Program;0.5
313;ICS;Exploitation of Remote Services;Threat Intelligence Program;0.5
314;ICS;Exploitation for Privilege Escalation;Threat Intelligence Program;0.5
315;ICS;Drive-by Compromise;Update Software;0.5
316;ICS;Engineering Workstation Compromise;Update Software;0.5
317;ICS;Exploit Public-Facing Application;Update Software;0.5
318;ICS;Exploitation for Evasion;Update Software;0.5
319;ICS;Exploitation of Remote Services;Update Software;0.5
320;ICS;Supply Chain Compromise;Update Software;0.5
321;ICS;System Firmware;Update Software;0.5
322;ICS;Exploitation for Privilege Escalation;Update Software;0.5
323;ICS;Data from Information Repositories;User Account Management;0.5
324;ICS;External Remote Services;User Account Management;0.5
325;ICS;Modify Alarm Settings;User Account Management;0.5
326;ICS;Service Stop;User Account Management;0.5
327;ICS;Valid Accounts;User Account Management;0.5
328;ICS;Remote Services;User Account Management;0.5
329;ICS;Data from Information Repositories;User Training;0.55
330;ICS;Spearphishing Attachment;User Training;0.55
331;ICS;User Execution;User Training;0.55
332;ICS;Exploit Public-Facing Application;Vulnerability Scanning;0.5
333;ICS;Exploitation of Remote Services;Vulnerability Scanning;0.5
334;ICS;Supply Chain Compromise;Vulnerability Scanning;0.5
335;ICS;Denial of Service;Watchdog Timers;0.5
336;ICS;Supply Chain Compromise;Supply Chain Management;0.6
337;Mobile;Install Insecure or Malicious Configuration;Use Recent OS Version;0.3
338;Mobile;System Network Configuration Discovery;Use Recent OS Version;0.3
339;Mobile;Exploit via Charging Station or PC;Enterprise Policy;0.35
340;Mobile;Access Sensitive Data in Device Logs;Use Recent OS Version;0.3
341;Mobile;Rogue Wi-Fi Access Points;Encrypt Network Traffic;0.5
342;Mobile;Access Call Log;Use Recent OS Version;0.3
343;Mobile;Downgrade to Insecure Protocols;Encrypt Network Traffic;0.5
344;Mobile;Access Sensitive Data in Device Logs;Application Developer Guidance;0.25
345;Mobile;Network Traffic Capture or Redirection;Encrypt Network Traffic;0.5
346;Mobile;Rogue Wi-Fi Access Points;Enterprise Policy;0.35
347;Mobile;Access Stored Application Data;Use Recent OS Version;0.3
348;Mobile;File and Directory Discovery;Use Recent OS Version;0.3
349;Mobile;Manipulate Device Communication;Encrypt Network Traffic;0.5
350;Mobile;Process Discovery;Use Recent OS Version;0.3
351;Mobile;Carrier Billing Fraud;Use Recent OS Version;0.3
352;Mobile;Device Administrator Permissions;Use Recent OS Version;0.3
353;Mobile;Exploit SS7 to Redirect Phone Calls/SMS;Encrypt Network Traffic;0.5
354;Mobile;Delete Device Data;Caution with Device Administrator Access;0.5
355;Mobile;Modify Cached Executable Code;Use Recent OS Version;0.3
356;Mobile;Lockscreen Bypass;Enterprise Policy;0.35
357;Mobile;Deliver Malicious App via Other Means;Enterprise Policy;0.35
358;Mobile;Abuse Accessibility Features;Use Recent OS Version;0.3
359;Mobile;Exploit via Charging Station or PC;Use Recent OS Version;0.3
360;Mobile;Abuse Accessibility Features;Enterprise Policy;0.35
361;Mobile;Clipboard Modification;Use Recent OS Version;0.3
362;Mobile;Capture Clipboard Data;Use Recent OS Version;0.3
363;Mobile;Capture Camera;Use Recent OS Version;0.3
364;Mobile;Capture Audio;Use Recent OS Version;0.3
365;Mobile;Input Capture;Enterprise Policy;0.35
366;Mobile;Screen Capture;Enterprise Policy;0.35
367;Mobile;Screen Capture;Application Developer Guidance;0.25
368;Mobile;Input Injection;Enterprise Policy;0.35
369;Mobile;Access Notifications;Application Developer Guidance;0.25
370;Mobile;Access Notifications;Enterprise Policy;0.35
371;Mobile;Input Prompt;Enterprise Policy;0.35
372;Mobile;Download New Code at Runtime;Use Recent OS Version;0.3
373;Mobile;Access Call Log;Security Updates;0.5
374;Mobile;Abuse Accessibility Features;Application Vetting;0.5
375;Mobile;Device Administrator Permissions;Application Vetting;0.5
376;Mobile;Access Calendar Entries;Application Vetting;0.5
377;Mobile;Access Call Log;Application Vetting;0.5
378;Mobile;Capture SMS Messages;Application Vetting;0.5
379;Mobile;Process Discovery;Application Vetting;0.5
380;Mobile;Deliver Malicious App via Authorized App Store;Application Vetting;0.5
381;Mobile;Obfuscated Files or Information;Application Vetting;0.5
382;Mobile;System Network Connections Discovery;Application Vetting;0.5
383;Mobile;Access Contact List;Application Vetting;0.5
384;Mobile;System Information Discovery;Application Vetting;0.5
385;Mobile;Exploit OS Vulnerability;Application Vetting;0.5
386;Mobile;Network Traffic Capture or Redirection;Application Vetting;0.5
387;Mobile;Capture Clipboard Data;Application Vetting;0.5
388;Mobile;Download New Code at Runtime;Application Vetting;0.5
389;Mobile;Location Tracking;Application Vetting;0.5
390;Mobile;System Network Configuration Discovery;Application Vetting;0.5
391;Mobile;Application Discovery;Application Vetting;0.5
392;Mobile;Carrier Billing Fraud;Application Vetting;0.5
393;Mobile;URL Scheme Hijacking;Application Vetting;0.5
394;Mobile;URI Hijacking;Application Vetting;0.5
395;Mobile;Data Encrypted for Impact;Application Vetting;0.5
396;Mobile;Manipulate Device Communication;Application Vetting;0.5
397;Mobile;Uncommonly Used Port;Application Vetting;0.5
398;Mobile;Input Injection;Application Vetting;0.5
399;Mobile;Device Lockout;Application Vetting;0.5
400;Mobile;Input Capture;Application Vetting;0.5
401;Mobile;Capture Audio;Application Vetting;0.5
402;Mobile;Access Stored Application Data;Application Vetting;0.5
403;Mobile;Evade Analysis Environment;Application Vetting;0.5
404;Mobile;Capture Camera;Application Vetting;0.5
405;Mobile;Screen Capture;Application Vetting;0.5
406;Mobile;Clipboard Modification;Application Vetting;0.5
407;Mobile;Screen Capture;User Guidance;0.55
408;Mobile;Masquerade as Legitimate Application;User Guidance;0.55
409;Mobile;Input Injection;User Guidance;0.55
410;Mobile;Input Capture;User Guidance;0.55
411;Mobile;Attack PC via USB Connection;User Guidance;0.55
412;Mobile;Deliver Malicious App via Authorized App Store;User Guidance;0.55
413;Mobile;Deliver Malicious App via Other Means;User Guidance;0.55
414;Mobile;Obtain Device Cloud Backups;User Guidance;0.55
415;Mobile;Install Insecure or Malicious Configuration;User Guidance;0.55
416;Mobile;Exploit via Charging Station or PC;User Guidance;0.55
417;Mobile;Remotely Track Device Without Authorization;User Guidance;0.55
418;Mobile;Remotely Wipe Data Without Authorization;User Guidance;0.55
419;Mobile;Code Injection;Application Vetting;0.5
420;Mobile;Foreground Persistence;User Guidance;0.55
421;Mobile;Foreground Persistence;Application Vetting;0.5
422;Mobile;Remote File Copy;Application Vetting;0.5
423;Mobile;Broadcast Receivers;Use Recent OS Version;0.3
424;Mobile;Native Code;Application Vetting;0.5
425;Mobile;Uninstall Malicious Application;Application Vetting;0.5
426;Mobile;Uninstall Malicious Application;Attestation;0.3
427;Mobile;Uninstall Malicious Application;Security Updates;0.5
428;Mobile;Uninstall Malicious Application;User Guidance;0.55
429;Mobile;Compromise Application Executable;Application Vetting;0.5
430;Mobile;Compromise Application Executable;Security Updates;0.5
431;Mobile;Compromise Application Executable;Use Recent OS Version;0.3
432;Mobile;Keychain;Application Vetting;0.5
433;Mobile;Keychain;Security Updates;0.5
434;Mobile;Keychain;Use Recent OS Version;0.3
435;Mobile;Keychain;Deploy Compromised Device Detection Method;0.35
436;Mobile;Delete Device Data;User Guidance;0.55
437;Mobile;Delete Device Data;Application Vetting;0.5
438;Mobile;Geofencing;Application Vetting;0.5
439;Mobile;Geofencing;User Guidance;0.55
440;Mobile;SMS Control;User Guidance;0.55
441;Mobile;SMS Control;Application Vetting;0.5
442;Mobile;URI Hijacking;Application Developer Guidance;0.25
443;Mobile;URI Hijacking;Use Recent OS Version;0.3
444;Mobile;Geofencing;Use Recent OS Version;0.3
445;Mobile;Device Administrator Permissions;User Guidance;0.55
446;Mobile;Command-Line Interface;Application Vetting;0.5
447;Mobile;Command-Line Interface;Attestation;0.3
448;Mobile;Command-Line Interface;Deploy Compromised Device Detection Method;0.35
449;Mobile;Call Control;Application Vetting;0.5
450;Mobile;Call Control;User Guidance;0.55
451;Mobile;SIM Card Swap;User Guidance;0.55
452;Mobile;Hooking;Attestation;0.3
453;Mobile;Hooking;Application Vetting;0.5
454;Mobile;Hooking;Deploy Compromised Device Detection Method;0.35
455;Mobile;User Evasion;Application Vetting;0.5
456;Mobile;User Evasion;Deploy Compromised Device Detection Method;0.35
457;Enterprise;Exfiltration Over C2 Channel;Exfiltration Over Command and Control Channel Mitigation;0.5
458;Enterprise;Malicious Shell Modification;Restrict File and Directory Permissions;0.5
459;Enterprise;Access Token Manipulation;Privileged Account Management;0.5
460;Enterprise;Accessibility Features;Operating System Configuration;0.5
461;Enterprise;Accessibility Features;Limit Access to Resource Over Network;0.5
462;Enterprise;Account Discovery;Operating System Configuration;0.5
463;Enterprise;Account Manipulation;Privileged Account Management;0.5
464;Enterprise;Account Manipulation;Network Segmentation;0.4
465;Enterprise;Account Manipulation;Multi-factor Authentication;0.5
466;Enterprise;AppleScript;Code Signing;0.5
467;Enterprise;Application Deployment Software;Update Software;0.5
468;Enterprise;Application Deployment Software;Network Segmentation;0.4
469;Enterprise;Application Deployment Software;Code Signing;0.5
470;Enterprise;Application Shimming;User Account Control;0.5
471;Enterprise;Authentication Package;Privileged Process Integrity;0.5
472;Enterprise;Automated Collection;Remote Data Storage;0.5
473;Enterprise;Automated Collection;Encrypt Sensitive Information;0.5
474;Enterprise;BITS Jobs;Operating System Configuration;0.5
475;Enterprise;BITS Jobs;Filter Network Traffic;0.6
476;Enterprise;Bootkit;Privileged Account Management;0.5
477;Enterprise;Bootkit;Boot Integrity;0.5
478;Enterprise;Browser Extensions;User Training;0.55
479;Enterprise;Browser Extensions;Limit Software Installation;0.6
480;Enterprise;Browser Extensions;Execution Prevention;0.5
481;Enterprise;Browser Extensions;Audit;0.5
482;Enterprise;Brute Force;Password Policies;0.5
483;Enterprise;Brute Force;Multi-factor Authentication;0.5
484;Enterprise;Brute Force;Account Use Policies;0.5
485;Enterprise;Bypass User Account Control;Privileged Account Management;0.5
486;Enterprise;Bypass User Account Control;User Account Control;0.5
487;Enterprise;Clear Command History;Restrict File and Directory Permissions;0.5
488;Enterprise;Clear Command History;Environment Variable Permissions;0.5
489;Enterprise;CMSTP;Execution Prevention;0.5
490;Enterprise;CMSTP;Disable or Remove Feature or Program;0.5
491;Enterprise;Commonly Used Port;Network Intrusion Prevention;0.4
492;Enterprise;Communication Through Removable Media;Disable or Remove Feature or Program;0.5
