Opmode; comp.;tech_ID;MITRE_ID;tech_name;tactic;platforms;CVSS_Exp;Impact;Detectability;Risk;Rating;Mitigations
Mode 1;DP-CC1;IT-Tech-19;T1027.005;Indicator Removal from Tools;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;[];
Mode 1;DP-CC1;IT-Tech-20;T1562.006;Indicator Blocking;defense-evasion; ['Windows', 'macOS', 'Linux'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Software Configuration', 'User Account Management', 'Restrict File and Directory Permissions'];
Mode 1;DP-CC1;IT-Tech-21;T1573.002;Asymmetric Cryptography;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention', 'SSL/TLS Inspection'];
Mode 1;DP-CC1;IT-Tech-22;T1573.001;Symmetric Cryptography;command-and-control; ['Linux', 'Windows', 'macOS'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-23;T1573;Encrypted Channel;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention', 'SSL/TLS Inspection'];
Mode 1;DP-CC1;IT-Tech-24;T1027.004;Compile After Delivery;defense-evasion; ['Linux', 'macOS', 'Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;[];
Mode 1;DP-CC1;IT-Tech-25;T1546.015;Component Object Model Hijacking;privilege-escalation; ['Windows'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;[];
Mode 1;DP-CC1;IT-Tech-26;T1546.015;Component Object Model Hijacking;persistence; ['Windows'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;[];
Mode 1;DP-CC1;IT-Tech-27;T1071.004;DNS;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention', 'Filter Network Traffic', 'Pre-compromise'];
Mode 1;DP-CC1;IT-Tech-28;T1071.003;Mail Protocols;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-29;T1071.002;File Transfer Protocols;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-30;T1071.001;Web Protocols;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-31;T1572;Protocol Tunneling;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention', 'Filter Network Traffic'];
Mode 1;DP-CC1;IT-Tech-32;T1048.003;Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;2,8700998165252667;1;11,156200755353362;Medium;['Network Intrusion Prevention', 'Filter Network Traffic', 'Data Loss Prevention', 'Network Segmentation'];
Mode 1;DP-CC1;IT-Tech-33;T1048.002;Exfiltration Over Asymmetric Encrypted Non-C2 Protocol;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;2,8700998165252667;1;11,156200755353362;Medium;['Network Intrusion Prevention', 'Filter Network Traffic', 'Data Loss Prevention', 'Network Segmentation'];
Mode 1;DP-CC1;IT-Tech-34;T1048.001;Exfiltration Over Symmetric Encrypted Non-C2 Protocol;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;2,8700998165252667;1;11,156200755353362;Medium;['Network Intrusion Prevention', 'Filter Network Traffic', 'Network Segmentation'];
Mode 1;DP-CC1;IT-Tech-35;T1001.003;Protocol Impersonation;command-and-control; ['Linux', 'Windows', 'macOS'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-36;T1001.002;Steganography;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-37;T1001.001;Junk Data;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-38;T1132.002;Non-Standard Encoding;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-39;T1132.001;Standard Encoding;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-40;T1090.004;Domain Fronting;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['SSL/TLS Inspection', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-41;T1090.003;Multi-hop Proxy;command-and-control; ['Linux', 'macOS', 'Windows', 'Network'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Filter Network Traffic'];
Mode 1;DP-CC1;IT-Tech-42;T1090.002;External Proxy;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-43;T1090.001;Internal Proxy;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention'];
Mode 1;DP-CC1;IT-Tech-44;T1102.003;One-Way Communication;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention', 'Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-45;T1102.002;Bidirectional Communication;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention', 'Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-46;T1102.001;Dead Drop Resolver;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention', 'Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-47;T1571;Non-Standard Port;command-and-control; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Network Intrusion Prevention', 'Network Segmentation'];
Mode 1;DP-CC1;IT-Tech-48;T1074.002;Remote Data Staging;collection; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure'];3,887042775;0,40384257618401775;1;1,5697533679934732;Low;[];
Mode 1;DP-CC1;IT-Tech-49;T1074.001;Local Data Staging;collection; ['Linux', 'macOS', 'Windows'];2,515145325;0,40384257618401775;1;1,0157227675251888;Low;[];
Mode 1;DP-CC1;IT-Tech-50;T1564.004;NTFS File Attributes;defense-evasion; ['Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Restrict File and Directory Permissions'];
Mode 1;DP-CC1;IT-Tech-51;T1564.003;Hidden Window;defense-evasion; ['macOS', 'Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-52;T1078.003;Local Accounts;defense-evasion; ['Linux', 'macOS', 'Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Password Policies', 'Privileged Account Management'];
Mode 1;DP-CC1;IT-Tech-53;T1078.003;Local Accounts;persistence; ['Linux', 'macOS', 'Windows'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;['Password Policies', 'Privileged Account Management'];
Mode 1;DP-CC1;IT-Tech-54;T1078.003;Local Accounts;privilege-escalation; ['Linux', 'macOS', 'Windows'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;['Password Policies', 'Privileged Account Management'];
Mode 1;DP-CC1;IT-Tech-55;T1078.003;Local Accounts;initial-access; ['Linux', 'macOS', 'Windows'];1,83457659;3,375527107025267;1;6,192663009458979;Medium;['Password Policies', 'Privileged Account Management'];
Mode 1;DP-CC1;IT-Tech-56;T1078.002;Domain Accounts;defense-evasion; ['Linux', 'macOS', 'Windows'];1,04832948;1,886581246549639;1;1,9777587371731349;Low;['Multi-factor Authentication', 'Privileged Account Management', 'User Training'];
Mode 1;DP-CC1;IT-Tech-57;T1078.002;Domain Accounts;persistence; ['Linux', 'macOS', 'Windows'];1,04832948;0,5131397692083901;1;0,5379395474215516;Low;['Multi-factor Authentication', 'Privileged Account Management', 'User Training'];
Mode 1;DP-CC1;IT-Tech-58;T1078.002;Domain Accounts;privilege-escalation; ['Linux', 'macOS', 'Windows'];1,04832948;3,484824300049639;1;3,6532440463624023;Low;['Multi-factor Authentication', 'Privileged Account Management', 'User Training'];
Mode 1;DP-CC1;IT-Tech-59;T1078.002;Domain Accounts;initial-access; ['Linux', 'macOS', 'Windows'];1,04832948;3,375527107025267;1;3,5386645768337024;Low;['Multi-factor Authentication', 'Privileged Account Management', 'User Training'];
Mode 1;DP-CC1;IT-Tech-60;T1078.001;Default Accounts;defense-evasion; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Password Policies'];
Mode 1;DP-CC1;IT-Tech-61;T1078.001;Default Accounts;persistence; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;['Password Policies'];
Mode 1;DP-CC1;IT-Tech-62;T1078.001;Default Accounts;privilege-escalation; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;['Password Policies'];
Mode 1;DP-CC1;IT-Tech-63;T1078.001;Default Accounts;initial-access; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];1,83457659;3,375527107025267;1;6,192663009458979;Medium;['Password Policies'];
Mode 1;DP-CC1;IT-Tech-64;T1574.002;DLL Side-Loading;persistence; ['Windows'];2,515145325;0,5131397692083901;1;1,2906210915960614;Low;['Audit', 'Update Software', 'Restrict File and Directory Permissions', 'Application Developer Guidance'];
Mode 1;DP-CC1;IT-Tech-65;T1574.002;DLL Side-Loading;privilege-escalation; ['Windows'];2,515145325;3,484824300049639;1;8,764839546716248;Medium;['Audit', 'Update Software', 'Restrict File and Directory Permissions', 'Application Developer Guidance'];
Mode 1;DP-CC1;IT-Tech-66;T1574.002;DLL Side-Loading;defense-evasion; ['Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Audit', 'Update Software', 'Restrict File and Directory Permissions', 'Application Developer Guidance'];
Mode 1;DP-CC1;IT-Tech-67;T1574.001;DLL Search Order Hijacking;persistence; ['Windows'];2,515145325;0,5131397692083901;1;1,2906210915960614;Low;['Audit', 'Restrict Library Loading', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-68;T1574.001;DLL Search Order Hijacking;privilege-escalation; ['Windows'];2,515145325;3,484824300049639;1;8,764839546716248;Medium;['Audit', 'Restrict Library Loading', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-69;T1574.001;DLL Search Order Hijacking;defense-evasion; ['Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Audit', 'Restrict Library Loading', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-70;T1574.008;Path Interception by Search Order Hijacking;persistence; ['Windows'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-71;T1574.008;Path Interception by Search Order Hijacking;privilege-escalation; ['Windows'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-72;T1574.008;Path Interception by Search Order Hijacking;defense-evasion; ['Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-73;T1574.007;Path Interception by PATH Environment Variable;persistence; ['Windows'];2,515145325;0,5131397692083901;1;1,2906210915960614;Low;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-74;T1574.007;Path Interception by PATH Environment Variable;privilege-escalation; ['Windows'];2,515145325;3,484824300049639;1;8,764839546716248;Medium;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-75;T1574.007;Path Interception by PATH Environment Variable;defense-evasion; ['Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-76;T1574.009;Path Interception by Unquoted Path;persistence; ['Windows'];2,515145325;0,5131397692083901;1;1,2906210915960614;Low;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-77;T1574.009;Path Interception by Unquoted Path;privilege-escalation; ['Windows'];2,515145325;3,484824300049639;1;8,764839546716248;Medium;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-78;T1574.009;Path Interception by Unquoted Path;defense-evasion; ['Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Audit', 'Restrict File and Directory Permissions', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-79;T1574.011;Services Registry Permissions Weakness;persistence; ['Windows'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;['Restrict Registry Permissions'];
Mode 1;DP-CC1;IT-Tech-80;T1574.011;Services Registry Permissions Weakness;privilege-escalation; ['Windows'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;['Restrict Registry Permissions'];
Mode 1;DP-CC1;IT-Tech-81;T1574.011;Services Registry Permissions Weakness;defense-evasion; ['Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Restrict Registry Permissions'];
Mode 1;DP-CC1;IT-Tech-82;T1574.005;Executable Installer File Permissions Weakness;persistence; ['Windows'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;['Audit', 'User Account Control', 'User Account Management'];
Mode 1;DP-CC1;IT-Tech-83;T1574.005;Executable Installer File Permissions Weakness;privilege-escalation; ['Windows'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;['Audit', 'User Account Control', 'User Account Management'];
Mode 1;DP-CC1;IT-Tech-84;T1574.005;Executable Installer File Permissions Weakness;defense-evasion; ['Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Audit', 'User Account Control', 'User Account Management'];
Mode 1;DP-CC1;IT-Tech-85;T1574.010;Services File Permissions Weakness;persistence; ['Windows'];1,83457659;0,5131397692083901;1;0,9413942079877153;Low;['Audit', 'User Account Control', 'User Account Management'];
Mode 1;DP-CC1;IT-Tech-86;T1574.010;Services File Permissions Weakness;privilege-escalation; ['Windows'];1,83457659;3,484824300049639;1;6,393177081134204;Medium;['Audit', 'User Account Control', 'User Account Management'];
Mode 1;DP-CC1;IT-Tech-87;T1574.010;Services File Permissions Weakness;defense-evasion; ['Windows'];1,83457659;1,886581246549639;1;3,4610777900529857;Low;['Audit', 'User Account Control', 'User Account Management'];
Mode 1;DP-CC1;IT-Tech-88;T1574;Hijack Execution Flow;persistence; ['Linux', 'macOS', 'Windows'];2,515145325;0,5131397692083901;1;1,2906210915960614;Low;['Audit', 'Update Software', 'Restrict File and Directory Permissions', 'User Account Control', 'Restrict Registry Permissions', 'Execution Prevention', 'User Account Management', 'Restrict Library Loading', 'Application Developer Guidance'];
Mode 1;DP-CC1;IT-Tech-89;T1574;Hijack Execution Flow;privilege-escalation; ['Linux', 'macOS', 'Windows'];2,515145325;3,484824300049639;1;8,764839546716248;Medium;['Audit', 'Update Software', 'Restrict File and Directory Permissions', 'User Account Control', 'Restrict Registry Permissions', 'Execution Prevention', 'User Account Management', 'Restrict Library Loading', 'Application Developer Guidance'];
Mode 1;DP-CC1;IT-Tech-90;T1574;Hijack Execution Flow;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;['Audit', 'Update Software', 'Restrict File and Directory Permissions', 'User Account Control', 'Restrict Registry Permissions', 'Execution Prevention', 'User Account Management', 'Restrict Library Loading', 'Application Developer Guidance'];
Mode 1;DP-CC1;IT-Tech-91;T1069.001;Local Groups;discovery; ['Linux', 'macOS', 'Windows'];1,83457659;1,2718567630252666;1;2,333318643279332;Low;[];
Mode 1;DP-CC1;IT-Tech-92;T1570;Lateral Tool Transfer;lateral-movement; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention', 'Filter Network Traffic'];
Mode 1;DP-CC1;IT-Tech-93;T1568.003;DNS Calculation;command-and-control; ['Linux', 'macOS', 'Windows'];2,515145325;3,375527107025267;1;8,489941222645376;Medium;[];
Mode 1;DP-CC1;IT-Tech-94;T1204.002;Malicious File;execution; ['Linux', 'macOS', 'Windows'];1,338161748;2,971684530841249;1;3,976594566295086;Low;['Behavior Prevention on Endpoint', 'User Training', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-95;T1204.001;Malicious Link;execution; ['Linux', 'macOS', 'Windows'];1,338161748;2,971684530841249;1;3,976594566295086;Low;['Network Intrusion Prevention', 'Restrict Web-Based Content', 'User Training'];
Mode 1;DP-CC1;IT-Tech-96;T1195.003;Compromise Hardware Supply Chain;initial-access; ['Linux', 'macOS', 'Windows'];0,9145983;3,375527107025267;1;3,087251353689227;Low;['Boot Integrity'];
Mode 1;DP-CC1;IT-Tech-97;T1195.002;Compromise Software Supply Chain;initial-access; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Update Software', 'Vulnerability Scanning'];
Mode 1;DP-CC1;IT-Tech-98;T1195.001;Compromise Software Dependencies and Development Tools;initial-access; ['Linux', 'macOS', 'Windows'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Update Software', 'Vulnerability Scanning'];
Mode 1;DP-CC1;IT-Tech-99;T1568.001;Fast Flux DNS;command-and-control; ['Linux', 'macOS', 'Windows'];2,515145325;3,375527107025267;1;8,489941222645376;Medium;[];
Mode 1;DP-CC1;IT-Tech-100;T1052.001;Exfiltration over USB;exfiltration; ['Linux', 'macOS', 'Windows'];1,83457659;2,8700998165252667;1;5,265417934360549;Low;['Disable or Remove Feature or Program', 'Limit Hardware Installation', 'Data Loss Prevention'];
Mode 1;DP-CC1;IT-Tech-101;T1569.002;Service Execution;execution; ['Windows'];1,234707705;2,971684530841249;1;3,669161787059;Low;['Privileged Account Management', 'Behavior Prevention on Endpoint', 'Restrict File and Directory Permissions'];
Mode 1;DP-CC1;IT-Tech-102;T1569;System Services;execution; ['Windows', 'macOS'];1,83457659;2,971684530841249;1;5,451782873146488;Low;['User Account Management', 'Privileged Account Management', 'Behavior Prevention on Endpoint', 'Restrict File and Directory Permissions'];
Mode 1;DP-CC1;IT-Tech-103;T1568.002;Domain Generation Algorithms;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;3,375527107025267;1;9,570479196436604;Medium;['Network Intrusion Prevention', 'Domain Generation Algorithms Mitigation', 'Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-104;T1568;Dynamic Resolution;command-and-control; ['Linux', 'macOS', 'Windows'];1,83457659;3,375527107025267;1;6,192663009458979;Medium;['Network Intrusion Prevention', 'Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-105;T1011.001;Exfiltration Over Bluetooth;exfiltration; ['Linux', 'macOS', 'Windows'];2,515145325;2,8700998165252667;1;7,218718135816883;Medium;['Disable or Remove Feature or Program', 'Operating System Configuration'];
Mode 1;DP-CC1;IT-Tech-106;T1567.002;Exfiltration to Cloud Storage;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;2,8700998165252667;1;11,156200755353362;Medium;['Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-107;T1567.001;Exfiltration to Code Repository;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;2,8700998165252667;1;11,156200755353362;Medium;['Restrict Web-Based Content'];
Mode 1;DP-CC1;IT-Tech-108;T1059.006;Python;execution; ['Linux', 'Windows', 'macOS'];0,798928515;2,971684530841249;1;2,3741635092734708;Low;['Audit', 'Limit Software Installation', 'Antivirus/Antimalware', 'Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-109;T1059.005;Visual Basic;execution; ['Windows', 'macOS', 'Linux'];1,83457659;2,971684530841249;1;5,451782873146488;Low;['Disable or Remove Feature or Program', 'Restrict Web-Based Content', 'Execution Prevention', 'Behavior Prevention on Endpoint', 'Antivirus/Antimalware'];
Mode 1;DP-CC1;IT-Tech-110;T1059.003;Windows Command Shell;execution; ['Windows'];1,83457659;2,971684530841249;1;5,451782873146488;Low;['Execution Prevention'];
Mode 1;DP-CC1;IT-Tech-111;T1059.001;PowerShell;execution; ['Windows'];2,83525473;2,971684530841249;1;8,425482622135481;Medium;['Disable or Remove Feature or Program', 'Code Signing', 'Privileged Account Management', 'Execution Prevention', 'Antivirus/Antimalware'];
Mode 1;DP-CC1;IT-Tech-112;T1567;Exfiltration Over Web Service;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;2,8700998165252667;1;11,156200755353362;Medium;['Restrict Web-Based Content', 'Data Loss Prevention'];
Mode 1;DP-CC1;IT-Tech-113;T1497.003;Time Based Evasion;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;[];
Mode 1;DP-CC1;IT-Tech-114;T1497.003;Time Based Evasion;discovery; ['Linux', 'macOS', 'Windows'];2,515145325;1,2718567630252666;1;3,1989045915926324;Low;[];
Mode 1;DP-CC1;IT-Tech-115;T1497.002;User Activity Based Checks;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;[];
Mode 1;DP-CC1;IT-Tech-116;T1497.002;User Activity Based Checks;discovery; ['Linux', 'macOS', 'Windows'];2,515145325;1,2718567630252666;1;3,1989045915926324;Low;[];
Mode 1;DP-CC1;IT-Tech-117;T1497.001;System Checks;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;1,886581246549639;1;4,745026002491997;Low;[];
Mode 1;DP-CC1;IT-Tech-118;T1497.001;System Checks;discovery; ['Linux', 'macOS', 'Windows'];2,515145325;1,2718567630252666;1;3,1989045915926324;Low;[];
Mode 1;DP-CC1;IT-Tech-119;T1498.002;Reflection Amplification;impact; ['macOS', 'Windows', 'Linux', 'AWS', 'Office 365', 'Azure AD', 'GCP', 'Azure', 'SaaS'];3,887042775;2,466257240341249;1;9,58644738735989;Medium;['Filter Network Traffic'];
Mode 1;DP-CC1;IT-Tech-120;T1498.001;Direct Network Flood;impact; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure AD', 'SaaS', 'Azure', 'Office 365'];3,887042775;3,375527107025267;1;13,120818253179214;High;['Filter Network Traffic'];
